State_Name,District,Sub_District,Financial_Year,Month,Indicator_Code,Indicator_Name,Code,Section,Public,Private,Rural,Urban
Odisha,Koraput,Boipariguda,2021-2022,January  ,15.3.3.b,"Out of the above, number screened positive",M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,15.3.3.c,"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,15.3.4.a,Number of Male STI/RTI attendees tested for syphilis,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,15.3.4.b,Number of Male STI/RTI attendeees found sero Positive for syphilis,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,15.3.4.c,Number of Female(Non ANC)STI/RTI attendees tested for syphilis,M15 ,Laboratory Testing,3,0,3,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,15.3.4.d,Number of Female(Non ANC)STI/RTI attendees found sero Positive for syphilis,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,15.4.1,Widal tests - Number Tested,M15 ,Laboratory Testing,150,0,150,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,15.4.2,Widal tests - Number Positive,M15 ,Laboratory Testing,2,0,2,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,15.5.1,Radiology - X-ray,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.1,Total number of pregnant women registered for ANC,M1 ,Ante Natal Care (ANC),150,0,150,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.1.1,"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",M1 ,Ante Natal Care (ANC),147,0,147,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.2.1,Number of PW given TT1/ Td1,M1 ,Ante Natal Care (ANC),144,0,144,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.2.2,Number of PW given TT2 / Td2,M1 ,Ante Natal Care (ANC),131,0,131,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.2.3,Number of PW given TT Booster/ Td Booster,M1 ,Ante Natal Care (ANC),11,0,11,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.2.4,Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets,M1 ,Ante Natal Care (ANC),169,0,169,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.2.5,Number of PW provided full Course 360 Calcium tablets,M1 ,Ante Natal Care (ANC),157,0,157,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.2.6,Number of PW given one Albendazole tablet after 1st trimester,M1 ,Ante Natal Care (ANC),159,0,159,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.2.7,Number of PW received 4 or more ANC check ups,M1 ,Ante Natal Care (ANC),167,0,167,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.2.8,Number of PW given ANC Corticosteroids in Pre Term Labour,M1 ,Ante Natal Care (ANC),1,0,1,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.3.1,New cases of PW with hypertension detected,M1 ,Ante Natal Care (ANC),3,0,3,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.3.1.a,"Out of the new cases of PW with hypertension detected, cases managed at institution",M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.3.2,Number of Eclampsia cases managed during delivery,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.4.1,Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,M1 ,Ante Natal Care (ANC),167,0,167,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.4.2,Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9),M1 ,Ante Natal Care (ANC),133,0,133,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.4.3,Number of PW having Hb level<7 (out of total tested cases),M1 ,Ante Natal Care (ANC),3,0,3,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.4.4,Number of PW having severe anaemia (Hb < 7) treated,M1 ,Ante Natal Care (ANC),4,0,4,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.6.1.a,Number of PW tested using POC test for Syphilis,M1 ,Ante Natal Care (ANC),171,0,171,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.6.1.b,"Out of above,number of PW found sero positive for Syphilis",M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.6.2.a,Number of pregnant women tested for Syphilis,M1 ,Ante Natal Care (ANC),166,0,166,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.6.2.b,Number of pregnant women tested found sero positive for Syphilis,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.6.2.c,Number of syphilis positive pregnanat women treated for Syphilis,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.6.2.d,Number of babies daignosed with Congenital Syphilis,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,1.6.2.e,Number of babies treated for Congenital Syphilis,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,2.1.1.a,Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife),M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,2.1.1.b,Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,2.1.2,Number of PW given Tablet Misoprostol during home delivery,M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,2.1.3,Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,2.2,Number of Institutional Deliveries conducted (Including C-Sections),M2 ,Deliveries,213,0,213,0
Odisha,Koraput,Boriguma,2021-2022,January  ,2.2.1,Out of total institutional deliveries number of women discharged within 48 hours of delivery,M2 ,Deliveries,28,0,28,0
Odisha,Koraput,Boriguma,2021-2022,January  ,2.2.2,Number of newborns received 6 HBNC  visits after Institutional Delivery,M2 ,Deliveries,157,0,157,0
Odisha,Koraput,Boriguma,2021-2022,January  ,4.1.1.a,Live Birth - Male,M4 ,Pregnancy outcome & details of new-born,105,0,105,0
Odisha,Koraput,Boriguma,2021-2022,January  ,4.1.1.b,Live Birth - Female,M4 ,Pregnancy outcome & details of new-born,101,0,101,0
Odisha,Koraput,Boriguma,2021-2022,January  ,4.1.2,Number of Pre term newborns (< 37 weeks of pregnancy),M4 ,Pregnancy outcome & details of new-born,2,0,2,0
Odisha,Koraput,Boriguma,2021-2022,January  ,4.1.3,Still Birth,M4 ,Pregnancy outcome & details of new-born,8,0,8,0
Odisha,Koraput,Boriguma,2021-2022,January  ,4.2,Abortion (spontaneous),M4 ,Pregnancy outcome & details of new-born,8,0,8,0
Odisha,Koraput,Boriguma,2021-2022,January  ,4.4.1,Number of newborns weighed at birth,M4 ,Pregnancy outcome & details of new-born,206,0,206,0
Odisha,Koraput,Boriguma,2021-2022,January  ,4.4.2,Number of newborns having weight less than 2.5 kg,M4 ,Pregnancy outcome & details of new-born,21,0,21,0
Odisha,Koraput,Boriguma,2021-2022,January  ,4.4.3,Number of Newborns breast fed within 1 hour of birth ,M4 ,Pregnancy outcome & details of new-born,200,0,200,0
Odisha,Koraput,Boriguma,2021-2022,January  ,5.1,"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",M5 ,Complicated Pregnancies,9,0,9,0
Odisha,Koraput,Boriguma,2021-2022,January  ,6.1,Women receiving 1st post partum checkups within 48 hours of home delivery,M6 ,Post Natal Care (PNC),0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,6.2,Women receiving 1st post partum checkup between 48 hours and 14 days,M6 ,Post Natal Care (PNC),158,0,158,0
Odisha,Koraput,Boriguma,2021-2022,January  ,6.3,Number of mothers provided full course of 180 IFA tablets after delivery,M6 ,Post Natal Care (PNC),155,0,155,0
Odisha,Koraput,Boriguma,2021-2022,January  ,6.4,Number of mothers provided full course of 360 Calcium tablets after delivery,M6 ,Post Natal Care (PNC),161,0,161,0
Odisha,Koraput,Boriguma,2021-2022,January  ,8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),M8 ,Family Planning,1,0,1,0
Odisha,Koraput,Boriguma,2021-2022,January  ,8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,M8 ,Family Planning,112,0,112,0
Odisha,Koraput,Boriguma,2021-2022,January  ,8.6,Number of IUCD Removals,M8 ,Family Planning,2,0,2,0
Odisha,Koraput,Boriguma,2021-2022,January  ,8.7,Number of complications following IUCD Insertion,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,8.12,Number of Combined Oral Pill cycles distributed,M8 ,Family Planning,326,0,326,0
Odisha,Koraput,Boriguma,2021-2022,January  ,8.13,Number of Condom pieces distributed,M8 ,Family Planning,3768,0,3768,0
Odisha,Koraput,Boriguma,2021-2022,January  ,8.14,Number of Centchroman (weekly) pill strips distributed,M8 ,Family Planning,1,0,1,0
Odisha,Koraput,Boriguma,2021-2022,January  ,8.15,Number of Emergency Contraceptive Pills (ECP) given,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,8.16,Number of Pregnancy Test Kits (PTK) used,M8 ,Family Planning,164,0,164,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.1.1,Child immunisation - Vitamin K (Birth Dose),M9 ,CHILD IMMUNISATION,206,0,206,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.1.2,Child immunisation - BCG,M9 ,CHILD IMMUNISATION,193,0,193,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.1.6,Child immunisation - Pentavalent 1,M9 ,CHILD IMMUNISATION,191,0,191,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.1.7,Child immunisation - Pentavalent 2,M9 ,CHILD IMMUNISATION,145,0,145,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.1.8,Child immunisation - Pentavalent 3,M9 ,CHILD IMMUNISATION,148,0,148,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.1.9,Child immunisation - OPV 0 (Birth Dose),M9 ,CHILD IMMUNISATION,206,0,206,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.1.10,Child immunisation - OPV1,M9 ,CHILD IMMUNISATION,191,0,191,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.1.11,Child immunisation - OPV2,M9 ,CHILD IMMUNISATION,145,0,145,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.1.12,Child immunisation - OPV3,M9 ,CHILD IMMUNISATION,148,0,148,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),M9 ,CHILD IMMUNISATION,201,0,201,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.1.17,Child immunisation - Inactivated Injectable Polio Vaccine 1 (IPV 1),M9 ,CHILD IMMUNISATION,191,0,191,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.1.18,Child immunisation - Inactivated Injectable Polio Vaccine 2 (IPV 2),M9 ,CHILD IMMUNISATION,148,0,148,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.1.19,Child immunisation - Rotavirus 1,M9 ,CHILD IMMUNISATION,191,0,191,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.1.20,Child immunisation - Rotavirus 2,M9 ,CHILD IMMUNISATION,145,0,145,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.1.21,Child immunisation - Rotavirus 3,M9 ,CHILD IMMUNISATION,148,0,148,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.1.22,Child Immunisation- PCV 1,M9 ,CHILD IMMUNISATION,191,0,191,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.1.23,Child Immunisation- PCV 2,M9 ,CHILD IMMUNISATION,143,0,143,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.1.24,Child Immunisation- PCV Booster,M9 ,CHILD IMMUNISATION,1,0,1,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)/ Measles containing vaccine(MCV) - 1st Dose,M9 ,CHILD IMMUNISATION,188,0,188,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.2.3,Child immunisation (9-11months) - JE 1st dose,M9 ,CHILD IMMUNISATION,188,0,188,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,M9 ,CHILD IMMUNISATION,104,0,104,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,M9 ,CHILD IMMUNISATION,84,0,84,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.3.1,Child immunisation(after 12 months) - Measles & Rubella (MR)/Measles containing vaccine(MCV)- 1st Dose,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.3.3,Child immunisation (after 12 months) - JE 1st dose,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),M9 ,CHILD IMMUNISATION,166,0,166,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.4.3,Child immunisation - DPT 1st Booster,M9 ,CHILD IMMUNISATION,166,0,166,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.4.4,Child immunisation - OPV Booster,M9 ,CHILD IMMUNISATION,166,0,166,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,M9 ,CHILD IMMUNISATION,166,0,166,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.5.1,Child immunisation - Typhoid,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.5.2,Children more than 5 years received DPT5 (2nd Booster),M9 ,CHILD IMMUNISATION,220,0,220,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.5.3,Children more than 10 years received TT10/ Td10,M9 ,CHILD IMMUNISATION,197,0,197,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.5.4,Children more than 16 years received TT16/ Td16,M9 ,CHILD IMMUNISATION,209,0,209,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.6.1,Number of cases of AEFI - Abscess,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.6.2,Number of cases of AEFI - Death,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.6.3,Number of cases of AEFI - Others,M9 ,CHILD IMMUNISATION,12,0,12,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.7.1,Immunisation sessions planned,M9 ,CHILD IMMUNISATION,89,0,89,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.7.2,Immunisation sessions held,M9 ,CHILD IMMUNISATION,89,0,89,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.7.3,Number of Immunisation sessions where ASHAs were present,M9 ,CHILD IMMUNISATION,89,0,89,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.8.1,Child immunisation - Vitamin A Dose - 1,M9 ,CHILD IMMUNISATION,188,0,188,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),M9 ,CHILD IMMUNISATION,8390,0,8390,0
Odisha,Koraput,Boriguma,2021-2022,January  ,9.11,Number of severely underweight children provided Health Checkup (0-5 years),M9 ,CHILD IMMUNISATION,6,0,6,0
Odisha,Koraput,Boriguma,2021-2022,January  ,10.1,Childhood Diseases - Pneumonia,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,10.2,Childhood Diseases - Asthma,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,10.3,Childhood Diseases - Sepsis,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,10.4,Childhood Diseases - Diphtheria,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,10.5,Childhood Diseases - Pertussis,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,10.6,Childhood Diseases - Tetanus Neonatorum,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,10.7,Childhood Diseases - Tuberculosis (TB),M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,10.9,Childhood Diseases - Measles,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,10.1,Childhood Diseases - Malaria,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,10.11,Childhood Diseases - Diarrhoea,M10 ,Number of cases of Childhood Diseases (0-5 years),45,0,45,0
Odisha,Koraput,Boriguma,2021-2022,January  ,10.12,Childhood Diseases - Diarrhoea treated in Inpatients,M10 ,Number of cases of Childhood Diseases (0-5 years),10,0,10,0
Odisha,Koraput,Boriguma,2021-2022,January  ,10.13,Children admitted with Respiratory Infections,M10 ,Number of cases of Childhood Diseases (0-5 years),117,0,117,0
Odisha,Koraput,Boriguma,2021-2022,January  ,10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,11.1.1.a,Total Blood Smears Examined for Malaria,M11 ,NVBDCP,94,0,94,0
Odisha,Koraput,Boriguma,2021-2022,January  ,11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,M11 ,NVBDCP,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,M11 ,NVBDCP,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,11.1.2.a,RDT conducted for Malaria,M11 ,NVBDCP,1267,0,1267,0
Odisha,Koraput,Boriguma,2021-2022,January  ,11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,M11 ,NVBDCP,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,M11 ,NVBDCP,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,12.1.1.a,Girls registered in AFHC,M12 ,Adolescent Health,17,0,17,0
Odisha,Koraput,Boriguma,2021-2022,January  ,12.1.1.b,Boys registered in AFHC,M12 ,Adolescent Health,19,0,19,0
Odisha,Koraput,Boriguma,2021-2022,January  ,12.1.2.a,"Out of registered, Girls received clinical services",M12 ,Adolescent Health,9,0,9,0
Odisha,Koraput,Boriguma,2021-2022,January  ,12.1.2.b,"Out of registered, Boys received clinical services",M12 ,Adolescent Health,10,0,10,0
Odisha,Koraput,Boriguma,2021-2022,January  ,12.1.3.a,"Out of registered, Girls received counselling",M12 ,Adolescent Health,17,0,17,0
Odisha,Koraput,Boriguma,2021-2022,January  ,12.1.3.b,"Out of registered, Boys received counselling",M12 ,Adolescent Health,19,0,19,0
Odisha,Koraput,Boriguma,2021-2022,January  ,13.1,Number of on-going DOTS patients registered,M13 ,"Directly Observed Treatment, Short-course (DOTS)",17,0,17,0
Odisha,Koraput,Boriguma,2021-2022,January  ,13.2,Number of DOTS cases completed successfully,M13 ,"Directly Observed Treatment, Short-course (DOTS)",19,0,19,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.1.1,Outpatient - Diabetes,M14 ,Patient Services,22,0,22,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.1.2,Outpatient - Hypertension,M14 ,Patient Services,114,0,114,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.1.3,Outpatient - Stroke (Paralysis),M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.1.4,Outpatient - Acute Heart Diseases,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.1.5,Outpatient - Mental illness,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.1.6,Outpatient - Epilepsy,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.1.7,Outpatient - Ophthalmic Related,M14 ,Patient Services,53,0,53,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.1.8,Outpatient - Dental,M14 ,Patient Services,68,0,68,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.2.1,Allopathic- Outpatient attendance,M14 ,Patient Services,9476,0,9476,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.3.1.a,Inpatient (Male) - Children < 18 years,M14 ,Patient Services,115,0,115,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.3.1.b,Inpatient (Male)- Adults,M14 ,Patient Services,87,0,87,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.3.2.a,Inpatient (Female) - Children < 18 years,M14 ,Patient Services,121,0,121,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.3.2.b,Inpatient (Female)- Adults,M14 ,Patient Services,371,0,371,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.3.3,Number of Left Against Medical Advice (LAMA) cases,M14 ,Patient Services,14,0,14,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.4.1,Inpatient - Malaria,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.4.2,Inpatient - Dengue,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.4.3,Inpatient - Typhoid,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",M14 ,Patient Services,7,0,7,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.4.5,Inpatient - Tuberculosis,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.4.6,Inpatient - Pyrexia of unknown origin (PUO),M14 ,Patient Services,9,0,9,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.4.7,Inpatient - Diarrhea with dehydration,M14 ,Patient Services,32,0,32,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.4.8,Inpatient - Hepatitis,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.5,Patients registered at Emergency Department,M14 ,Patient Services,30,0,30,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",M14 ,Patient Services,20,0,20,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.6.2,Emergency - Burn,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.6.3,Emergency - Obstetrics complications,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.6.4,Emergency - Snake Bite,M14 ,Patient Services,1,0,1,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.6.5,Emergency - Acute Caridiac Emergencies,M14 ,Patient Services,4,0,4,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.6.7,Emergency - CVA ( Cerebovascular Disease),M14 ,Patient Services,5,0,5,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.7,Number of deaths occurring at Emergency Department,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.8.4,Operation minor (No or local anaesthesia),M14 ,Patient Services,104,0,104,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.9.1,Inpatient Deaths - Male,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.9.2,Inpatient Deaths - Female,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.1,In-Patient Head Count at midnight,M14 ,Patient Services,514,0,514,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.15,Number of Rogi Kalyan Samiti (RKS) meetings held,M14 ,Patient Services,1,0,1,0
Odisha,Koraput,Boriguma,2021-2022,January  ,14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,M14 ,Patient Services,191,0,191,0
Odisha,Koraput,Boriguma,2021-2022,January  ,15.1,Number of Lab Tests done,M15 ,Laboratory Testing,3896,0,3896,0
Odisha,Koraput,Boriguma,2021-2022,January  ,15.2.1,Number of Hb tests conducted,M15 ,Laboratory Testing,1646,0,1646,0
Odisha,Koraput,Boriguma,2021-2022,January  ,15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",M15 ,Laboratory Testing,7,0,7,0
Odisha,Koraput,Boriguma,2021-2022,January  ,15.3.1.a,Male HIV - Number Tested (by finger prick test),M15 ,Laboratory Testing,93,0,93,0
Odisha,Koraput,Boriguma,2021-2022,January  ,15.3.1.b,Male HIV - Number Positive,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,15.3.2.a,Female Non ANC HIV - Number Tested (by finger prick test),M15 ,Laboratory Testing,69,0,69,0
Odisha,Koraput,Boriguma,2021-2022,January  ,15.3.2.b,Female Non ANC HIV - Number Positive,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,15.3.3.a,Number of pregnant women screened for HIV (by finger prick test),M15 ,Laboratory Testing,343,0,343,0
Odisha,Koraput,Boriguma,2021-2022,January  ,15.3.3.b,"Out of the above, number screened positive",M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,15.3.3.c,"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Boriguma,2021-2022,January  ,15.4.1,Widal tests - Number Tested,M15 ,Laboratory Testing,26,0,26,0
Odisha,Koraput,Boriguma,2021-2022,January  ,15.4.2,Widal tests - Number Positive,M15 ,Laboratory Testing,6,0,6,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.1,Total number of pregnant women registered for ANC,M1 ,Ante Natal Care (ANC),22,0,22,0
